<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230123,234900,22881.8000000,22884.7300000,22869.1000000,22873.6600000,18
GDAX.BTC-USD,1,20230123,235000,22873.6000000,22895.9600000,22871.7800000,22892.7100000,29
GDAX.BTC-USD,1,20230123,235100,22890.5300000,22891.5200000,22877.0100000,22880.2100000,24
GDAX.BTC-USD,1,20230123,235200,22879.9500000,22896.3000000,22870.4200000,22895.4700000,26
GDAX.BTC-USD,1,20230123,235300,22895.4300000,22905.1400000,22892.6900000,22904.3800000,15
GDAX.BTC-USD,1,20230123,235400,22904.3700000,22916.2400000,22903.2900000,22911.8000000,26
GDAX.BTC-USD,1,20230123,235500,22911.8300000,22937.7100000,22903.2700000,22935.6100000,47
GDAX.BTC-USD,1,20230123,235600,22934.4600000,22970.8600000,22918.5700000,22969.3900000,49
GDAX.BTC-USD,1,20230123,235700,22965.7500000,22970.4100000,22944.0100000,22961.8800000,18
GDAX.BTC-USD,1,20230123,235800,22958.2100000,23030.2600000,22956.2600000,22984.2400000,82
GDAX.BTC-USD,1,20230123,235900,22986.4800000,23040.5100000,22983.3000000,23030.2300000,51
GDAX.BTC-USD,1,20230124,000000,23023.6500000,23049.2900000,22997.6700000,23006.7000000,51
GDAX.BTC-USD,1,20230124,000100,23000.7000000,23017.5900000,22992.9700000,22998.4100000,71
GDAX.BTC-USD,1,20230124,000200,22999.9400000,23015.5800000,22980.5300000,22984.3400000,21
GDAX.BTC-USD,1,20230124,000300,22984.2900000,22986.9000000,22945.8700000,22970.0400000,20
GDAX.BTC-USD,1,20230124,000400,22971.3100000,22983.2900000,22960.3800000,22973.7000000,21
GDAX.BTC-USD,1,20230124,000500,22974.4800000,22995.4700000,22970.2100000,22987.8300000,15
GDAX.BTC-USD,1,20230124,000600,22983.4300000,22995.0500000,22983.4300000,22994.7500000,11
GDAX.BTC-USD,1,20230124,000700,22994.7500000,22994.7500000,22967.5400000,22973.3300000,15
GDAX.BTC-USD,1,20230124,000800,22973.1600000,22977.6600000,22941.1400000,22957.5700000,34
GDAX.BTC-USD,1,20230124,000900,22957.5600000,22975.2800000,22951.1600000,22973.2100000,16
GDAX.BTC-USD,1,20230124,001000,22972.5700000,22973.1700000,22941.4500000,22958.2300000,31
GDAX.BTC-USD,1,20230124,001100,22958.2900000,22969.8000000,22958.2900000,22961.7800000,19
GDAX.BTC-USD,1,20230124,001200,22959.5600000,22966.5200000,22957.8300000,22961.7200000,9
GDAX.BTC-USD,1,20230124,001300,22960.1900000,22972.2400000,22956.3100000,22970.0200000,15
GDAX.BTC-USD,1,20230124,001400,22970.6100000,22973.2800000,22955.4900000,22961.5700000,10
GDAX.BTC-USD,1,20230124,001500,22961.5200000,22980.9800000,22958.9600000,22980.7800000,26
GDAX.BTC-USD,1,20230124,001600,22978.7700000,22978.7700000,22966.7200000,22971.6400000,10
GDAX.BTC-USD,1,20230124,001700,22973.1900000,22973.1900000,22954.9000000,22961.6600000,20
GDAX.BTC-USD,1,20230124,001800,22961.6200000,22964.3000000,22941.8400000,22941.8400000,11
GDAX.BTC-USD,1,20230124,001900,22944.1900000,22963.7800000,22944.1800000,22960.2700000,11
GDAX.BTC-USD,1,20230124,002000,22960.1800000,22969.8100000,22956.1800000,22969.4300000,11
GDAX.BTC-USD,1,20230124,002100,22968.4400000,22984.1800000,22964.3800000,22976.9500000,25
GDAX.BTC-USD,1,20230124,002200,22978.5300000,22985.2200000,22961.5400000,22962.9600000,17
GDAX.BTC-USD,1,20230124,002300,22962.7400000,22973.7900000,22962.6900000,22973.6200000,11
GDAX.BTC-USD,1,20230124,002400,22973.6900000,22984.6900000,22973.6800000,22981.2500000,12
GDAX.BTC-USD,1,20230124,002500,22981.2400000,22992.9300000,22978.1900000,22989.6200000,25
GDAX.BTC-USD,1,20230124,002600,22989.4900000,22991.0800000,22977.7100000,22977.8900000,9
GDAX.BTC-USD,1,20230124,002700,22978.8700000,22991.5000000,22972.4000000,22985.8200000,13
GDAX.BTC-USD,1,20230124,002800,22985.7900000,22994.8900000,22983.7000000,22991.4800000,8
GDAX.BTC-USD,1,20230124,002900,22990.9600000,22992.1700000,22980.2600000,22985.8800000,14
GDAX.BTC-USD,1,20230124,003000,22987.7500000,22991.4600000,22974.6600000,22977.6800000,11
GDAX.BTC-USD,1,20230124,003100,22977.0700000,22980.2100000,22964.8600000,22966.2300000,9
GDAX.BTC-USD,1,20230124,003200,22967.8200000,22978.8500000,22963.0600000,22977.8500000,14
GDAX.BTC-USD,1,20230124,003300,22980.1200000,22985.4200000,22975.8600000,22982.6100000,9
GDAX.BTC-USD,1,20230124,003400,22982.6900000,22995.8500000,22980.4100000,22980.4100000,19
GDAX.BTC-USD,1,20230124,003500,22980.4300000,22992.1800000,22978.9800000,22982.0200000,9
GDAX.BTC-USD,1,20230124,003600,22978.8500000,22988.2500000,22973.8600000,22983.0500000,8
GDAX.BTC-USD,1,20230124,003700,22981.0100000,22986.0200000,22969.0200000,22971.7500000,11
GDAX.BTC-USD,1,20230124,003800,22971.6200000,22981.6000000,22966.1200000,22969.8900000,18
GDAX.BTC-USD,1,20230124,003900,22968.4200000,22979.5800000,22968.4200000,22970.5600000,18
GDAX.BTC-USD,1,20230124,004000,22970.5700000,22979.9100000,22968.5500000,22979.9100000,6
GDAX.BTC-USD,1,20230124,004100,22979.9200000,22984.2800000,22974.0500000,22984.2800000,21
GDAX.BTC-USD,1,20230124,004200,22984.7000000,22991.3000000,22975.4200000,22979.0400000,19
GDAX.BTC-USD,1,20230124,004300,22978.9600000,22993.9800000,22976.3100000,22993.9800000,11
GDAX.BTC-USD,1,20230124,004400,22993.1200000,23018.0000000,22990.9000000,23017.3700000,58
GDAX.BTC-USD,1,20230124,004500,23017.6400000,23018.4000000,23000.8400000,23003.3400000,30
GDAX.BTC-USD,1,20230124,004600,23001.6400000,23006.0900000,22993.4000000,22993.4000000,9
GDAX.BTC-USD,1,20230124,004700,22992.5500000,22994.0100000,22963.7900000,22966.2100000,23
GDAX.BTC-USD,1,20230124,004800,22966.7300000,22979.5000000,22964.7300000,22971.3000000,11
GDAX.BTC-USD,1,20230124,004900,22972.6000000,22986.6500000,22970.2700000,22971.8900000,22
GDAX.BTC-USD,1,20230124,005000,22974.3100000,22985.8500000,22972.0100000,22982.7300000,8
GDAX.BTC-USD,1,20230124,005100,22982.7200000,22982.7500000,22964.2900000,22967.4800000,14
GDAX.BTC-USD,1,20230124,005200,22965.4000000,22966.9200000,22949.3000000,22964.6600000,24
GDAX.BTC-USD,1,20230124,005300,22964.4900000,22979.2800000,22961.4400000,22977.1100000,12
GDAX.BTC-USD,1,20230124,005400,22976.1100000,22994.2500000,22976.1100000,22993.5500000,19
GDAX.BTC-USD,1,20230124,005500,22993.5500000,23006.0800000,22987.5800000,22988.3100000,24
GDAX.BTC-USD,1,20230124,005600,22988.7600000,22988.7600000,22972.1400000,22981.1000000,16
GDAX.BTC-USD,1,20230124,005700,22982.1800000,22997.5300000,22982.1700000,22990.5100000,10
GDAX.BTC-USD,1,20230124,005800,22992.2500000,22997.2400000,22982.8600000,22995.7800000,17
GDAX.BTC-USD,1,20230124,005900,22995.7600000,23002.3100000,22989.8800000,23000.1500000,32
GDAX.BTC-USD,1,20230124,010000,22999.7700000,23000.4000000,22990.0600000,22990.0700000,10
GDAX.BTC-USD,1,20230124,010100,22990.0800000,22992.2000000,22968.5000000,22985.7400000,17
GDAX.BTC-USD,1,20230124,010200,22986.3300000,22994.1000000,22982.7000000,22989.9800000,10
GDAX.BTC-USD,1,20230124,010300,22989.2800000,22990.4100000,22981.8600000,22982.0400000,6
GDAX.BTC-USD,1,20230124,010400,22982.0500000,22982.8200000,22972.4600000,22976.4500000,11
GDAX.BTC-USD,1,20230124,010500,22977.5900000,22993.1800000,22977.1100000,22989.8400000,7
GDAX.BTC-USD,1,20230124,010600,22989.8400000,23008.0000000,22989.8400000,23007.4600000,17
GDAX.BTC-USD,1,20230124,010700,23007.3100000,23012.6500000,23001.0600000,23009.1900000,14
GDAX.BTC-USD,1,20230124,010800,23009.1900000,23015.6000000,23001.8900000,23015.5100000,9
GDAX.BTC-USD,1,20230124,010900,23014.3500000,23029.9600000,23011.9400000,23028.8400000,23
GDAX.BTC-USD,1,20230124,011000,23028.6000000,23035.9800000,23017.9700000,23027.7000000,40
GDAX.BTC-USD,1,20230124,011100,23027.6800000,23028.2600000,23017.4900000,23021.3300000,12
GDAX.BTC-USD,1,20230124,011200,23020.3400000,23024.1700000,22999.7300000,23013.1900000,30
GDAX.BTC-USD,1,20230124,011300,23013.1800000,23013.1800000,22997.8100000,23002.9700000,11
GDAX.BTC-USD,1,20230124,011400,23002.9200000,23002.9200000,22963.6600000,22972.6300000,37
GDAX.BTC-USD,1,20230124,011500,22972.6300000,22989.5700000,22971.9500000,22989.2300000,11
GDAX.BTC-USD,1,20230124,011600,22989.1600000,22993.5700000,22978.7500000,22981.5100000,5
GDAX.BTC-USD,1,20230124,011700,22981.4000000,22982.6800000,22971.5500000,22978.7600000,13
GDAX.BTC-USD,1,20230124,011800,22978.7400000,22984.3300000,22975.4200000,22978.3700000,7
GDAX.BTC-USD,1,20230124,011900,22978.3700000,22989.4600000,22974.9700000,22982.2300000,6
GDAX.BTC-USD,1,20230124,012000,22982.2000000,22993.6500000,22979.5200000,22993.5400000,4
GDAX.BTC-USD,1,20230124,012100,22993.5300000,22993.7000000,22982.3100000,22987.2100000,13
GDAX.BTC-USD,1,20230124,012200,22982.8200000,22987.4400000,22973.7200000,22973.7600000,6
GDAX.BTC-USD,1,20230124,012300,22974.9100000,22978.9100000,22972.2400000,22976.2500000,10
GDAX.BTC-USD,1,20230124,012400,22976.0900000,22983.9000000,22973.9400000,22979.1000000,7
GDAX.BTC-USD,1,20230124,012500,22979.0400000,22993.1000000,22971.0600000,22992.0100000,9
GDAX.BTC-USD,1,20230124,012600,22992.0100000,22996.7200000,22987.6700000,22993.8600000,7
GDAX.BTC-USD,1,20230124,012700,22990.4100000,22996.8800000,22977.5500000,22980.5200000,7
GDAX.BTC-USD,1,20230124,012800,22983.3800000,22995.5300000,22980.3700000,22993.4200000,15
GDAX.BTC-USD,1,20230124,012900,22993.3300000,22995.0700000,22978.1500000,22980.5800000,23
GDAX.BTC-USD,1,20230124,013000,22983.8800000,22988.8300000,22979.7500000,22987.0600000,8
GDAX.BTC-USD,1,20230124,013100,22987.0500000,22987.0600000,22974.1000000,22983.0600000,5
GDAX.BTC-USD,1,20230124,013200,22985.1100000,22986.6200000,22979.4400000,22981.2800000,13
GDAX.BTC-USD,1,20230124,013300,22981.2200000,22985.0500000,22977.9500000,22982.2200000,11
GDAX.BTC-USD,1,20230124,013400,22980.9500000,22984.3900000,22978.8800000,22980.4700000,12
GDAX.BTC-USD,1,20230124,013500,22980.4700000,22991.5000000,22979.5900000,22979.7700000,39
GDAX.BTC-USD,1,20230124,013600,22986.1900000,22998.9900000,22979.5600000,22995.2300000,23
GDAX.BTC-USD,1,20230124,013700,22998.6600000,23009.1300000,22994.8500000,22996.4500000,18
GDAX.BTC-USD,1,20230124,013800,22996.4500000,22997.5000000,22986.2500000,22986.8800000,8
GDAX.BTC-USD,1,20230124,013900,22986.2500000,22987.4800000,22980.6100000,22982.7400000,5
GDAX.BTC-USD,1,20230124,014000,22982.7700000,22982.7700000,22974.8400000,22976.7200000,11
GDAX.BTC-USD,1,20230124,014100,22975.6400000,22976.7200000,22963.5000000,22966.7900000,7
GDAX.BTC-USD,1,20230124,014200,22968.1700000,22970.5000000,22963.4900000,22970.1000000,12
GDAX.BTC-USD,1,20230124,014300,22970.1100000,22970.1100000,22948.9000000,22949.4900000,10
GDAX.BTC-USD,1,20230124,014400,22949.4800000,22956.6600000,22934.1800000,22953.0600000,24
GDAX.BTC-USD,1,20230124,014500,22951.1200000,22960.5900000,22951.0500000,22958.5300000,47
GDAX.BTC-USD,1,20230124,014600,22957.8100000,22968.4000000,22957.6800000,22967.7100000,40
GDAX.BTC-USD,1,20230124,014700,22967.6200000,22975.5400000,22966.6000000,22974.7600000,25
GDAX.BTC-USD,1,20230124,014800,22974.7400000,22978.3500000,22961.0200000,22963.3700000,22
GDAX.BTC-USD,1,20230124,014900,22963.3300000,22963.3300000,22951.8200000,22953.3300000,10
GDAX.BTC-USD,1,20230124,015000,22953.3200000,22958.6700000,22951.3600000,22951.3600000,13
GDAX.BTC-USD,1,20230124,015100,22951.3900000,22951.3900000,22933.3300000,22934.3600000,14
GDAX.BTC-USD,1,20230124,015200,22935.7500000,22953.3900000,22933.0800000,22933.2800000,17
GDAX.BTC-USD,1,20230124,015300,22933.2700000,22937.7100000,22854.5800000,22886.9100000,51
GDAX.BTC-USD,1,20230124,015400,22886.9100000,22913.7700000,22878.5400000,22900.2500000,14
GDAX.BTC-USD,1,20230124,015500,22900.2300000,22932.1900000,22897.5200000,22918.1500000,10
GDAX.BTC-USD,1,20230124,015600,22918.0800000,22933.3000000,22915.9400000,22932.5200000,5
GDAX.BTC-USD,1,20230124,015700,22932.2800000,22933.9000000,22909.6500000,22921.9600000,11
GDAX.BTC-USD,1,20230124,015800,22922.0400000,22925.1000000,22914.9700000,22915.0000000,7
GDAX.BTC-USD,1,20230124,015900,22914.9900000,22930.3000000,22900.3800000,22927.0200000,12
GDAX.BTC-USD,1,20230124,020000,22927.1100000,22934.3200000,22899.1400000,22906.3700000,30
GDAX.BTC-USD,1,20230124,020100,22905.0500000,22919.5900000,22893.2200000,22919.5800000,11
GDAX.BTC-USD,1,20230124,020200,22921.2200000,22936.1400000,22915.7300000,22924.8100000,28
GDAX.BTC-USD,1,20230124,020300,22927.9100000,22934.4100000,22919.4800000,22925.1900000,10
GDAX.BTC-USD,1,20230124,020400,22924.7400000,22935.6400000,22921.3700000,22931.8300000,14
GDAX.BTC-USD,1,20230124,020500,22929.3700000,22936.9700000,22927.3900000,22932.1500000,11
GDAX.BTC-USD,1,20230124,020600,22932.1400000,22935.2700000,22906.7900000,22911.0600000,22
GDAX.BTC-USD,1,20230124,020700,22908.8300000,22922.9900000,22908.5600000,22920.3100000,19
GDAX.BTC-USD,1,20230124,020800,22919.4000000,22933.9700000,22919.4000000,22933.9700000,15
GDAX.BTC-USD,1,20230124,020900,22930.8700000,22941.6800000,22921.5600000,22925.2700000,15
GDAX.BTC-USD,1,20230124,021000,22925.2000000,22925.2000000,22902.0500000,22905.0000000,15
GDAX.BTC-USD,1,20230124,021100,22904.9600000,22910.1900000,22888.5500000,22893.7300000,21
GDAX.BTC-USD,1,20230124,021200,22893.6200000,22902.1100000,22889.5900000,22889.6800000,20
GDAX.BTC-USD,1,20230124,021300,22890.8500000,22903.0100000,22889.7900000,22899.0600000,10
GDAX.BTC-USD,1,20230124,021400,22899.0500000,22912.8100000,22898.5400000,22911.5900000,18
GDAX.BTC-USD,1,20230124,021500,22909.2200000,22911.8700000,22904.1600000,22906.5200000,19
GDAX.BTC-USD,1,20230124,021600,22906.4900000,22913.2400000,22894.1200000,22897.1700000,14
GDAX.BTC-USD,1,20230124,021700,22893.2700000,22899.4300000,22875.3800000,22876.4400000,14
GDAX.BTC-USD,1,20230124,021800,22875.9600000,22892.3300000,22872.3900000,22888.8200000,15
GDAX.BTC-USD,1,20230124,021900,22886.7000000,22898.6100000,22884.0400000,22896.8300000,16
GDAX.BTC-USD,1,20230124,022000,22898.1100000,22907.9200000,22892.4500000,22894.8900000,12
GDAX.BTC-USD,1,20230124,022100,22897.4600000,22902.6100000,22886.8600000,22887.3100000,12
GDAX.BTC-USD,1,20230124,022200,22884.9800000,22890.8900000,22880.6200000,22882.0600000,11
GDAX.BTC-USD,1,20230124,022300,22882.0500000,22904.8700000,22882.0300000,22902.7000000,20
GDAX.BTC-USD,1,20230124,022400,22900.6900000,22911.5900000,22896.9300000,22907.5500000,15
GDAX.BTC-USD,1,20230124,022500,22907.5300000,22923.1600000,22905.5500000,22914.8500000,14
GDAX.BTC-USD,1,20230124,022600,22913.1800000,22919.5900000,22909.0100000,22917.4100000,11
GDAX.BTC-USD,1,20230124,022700,22916.4700000,22927.7300000,22913.0900000,22922.0700000,14
GDAX.BTC-USD,1,20230124,022800,22924.9900000,22926.0500000,22914.9800000,22924.3300000,9
GDAX.BTC-USD,1,20230124,022900,22925.2100000,22935.5000000,22923.4400000,22927.9400000,19
GDAX.BTC-USD,1,20230124,023000,22927.9200000,22933.2400000,22921.8800000,22929.5800000,13
GDAX.BTC-USD,1,20230124,023100,22927.9800000,22949.4400000,22927.9300000,22944.8700000,22
GDAX.BTC-USD,1,20230124,023200,22944.8000000,22944.8000000,22924.8000000,22936.9100000,31
GDAX.BTC-USD,1,20230124,023300,22935.9600000,22937.6400000,22904.2800000,22910.7300000,15
GDAX.BTC-USD,1,20230124,023400,22910.7200000,22914.6000000,22892.8200000,22909.0600000,21
GDAX.BTC-USD,1,20230124,023500,22910.3600000,22920.2500000,22907.2800000,22915.5600000,14
GDAX.BTC-USD,1,20230124,023600,22915.9200000,22933.5700000,22914.3500000,22932.9400000,15
GDAX.BTC-USD,1,20230124,023700,22930.1700000,22934.8900000,22923.7300000,22929.9600000,11
GDAX.BTC-USD,1,20230124,023800,22928.2400000,22942.0600000,22922.9000000,22933.4700000,49
GDAX.BTC-USD,1,20230124,023900,22935.1100000,22943.5300000,22929.0000000,22941.4200000,15
GDAX.BTC-USD,1,20230124,024000,22941.4200000,22944.5300000,22939.8100000,22940.6300000,6
GDAX.BTC-USD,1,20230124,024100,22939.8200000,22945.6600000,22933.2900000,22943.3000000,13
GDAX.BTC-USD,1,20230124,024200,22943.2500000,22949.9900000,22940.7600000,22946.6700000,16
GDAX.BTC-USD,1,20230124,024300,22946.6500000,22947.3000000,22941.7900000,22943.5800000,5
GDAX.BTC-USD,1,20230124,024400,22942.2800000,22944.3900000,22933.1300000,22938.1200000,19
GDAX.BTC-USD,1,20230124,024500,22939.6200000,22952.0900000,22931.1800000,22952.0900000,21
GDAX.BTC-USD,1,20230124,024600,22951.7400000,22961.8800000,22948.2000000,22956.5500000,30
GDAX.BTC-USD,1,20230124,024700,22956.5100000,22958.9000000,22944.1800000,22953.3000000,12
GDAX.BTC-USD,1,20230124,024800,22953.3000000,22954.8100000,22942.2000000,22948.2500000,10
GDAX.BTC-USD,1,20230124,024900,22947.0800000,22955.6700000,22946.1000000,22950.8400000,8
GDAX.BTC-USD,1,20230124,025000,22949.6300000,22955.4200000,22944.4900000,22950.9300000,7
GDAX.BTC-USD,1,20230124,025100,22952.6600000,22957.2000000,22945.9100000,22949.4400000,8
GDAX.BTC-USD,1,20230124,025200,22949.2700000,22955.7100000,22947.5800000,22949.2400000,6
GDAX.BTC-USD,1,20230124,025300,22949.2500000,22953.8800000,22943.5700000,22949.3700000,14
GDAX.BTC-USD,1,20230124,025400,22949.1200000,22952.0800000,22944.5700000,22947.7000000,7
GDAX.BTC-USD,1,20230124,025500,22946.8500000,22955.0000000,22936.7400000,22941.3800000,23
GDAX.BTC-USD,1,20230124,025600,22941.3600000,22941.3600000,22917.3000000,22920.9500000,11
GDAX.BTC-USD,1,20230124,025700,22920.9200000,22931.8700000,22917.3900000,22923.5200000,9
GDAX.BTC-USD,1,20230124,025800,22923.5200000,22925.1900000,22916.6100000,22921.4700000,8
GDAX.BTC-USD,1,20230124,025900,22920.4000000,22922.6900000,22907.6800000,22920.2900000,22
GDAX.BTC-USD,1,20230124,030000,22920.6700000,22921.5100000,22905.5700000,22915.3200000,22
GDAX.BTC-USD,1,20230124,030100,22915.3200000,22920.2900000,22898.3200000,22905.5500000,15
GDAX.BTC-USD,1,20230124,030200,22905.3200000,22930.9800000,22894.8700000,22929.4700000,18
GDAX.BTC-USD,1,20230124,030300,22928.3000000,22941.9200000,22927.0300000,22936.1200000,16
GDAX.BTC-USD,1,20230124,030400,22936.8500000,22942.1500000,22919.2900000,22924.5300000,18
GDAX.BTC-USD,1,20230124,030500,22924.4100000,22924.4100000,22899.1000000,22902.5400000,18
GDAX.BTC-USD,1,20230124,030600,22905.0000000,22908.6300000,22884.8200000,22889.6400000,18
GDAX.BTC-USD,1,20230124,030700,22889.6500000,22910.2900000,22866.3800000,22910.2800000,31
GDAX.BTC-USD,1,20230124,030800,22908.6800000,22924.1300000,22904.6800000,22913.1800000,22
GDAX.BTC-USD,1,20230124,030900,22909.7100000,22925.6000000,22903.7300000,22908.7700000,16
GDAX.BTC-USD,1,20230124,031000,22908.7700000,22932.2100000,22900.4500000,22926.8600000,30
GDAX.BTC-USD,1,20230124,031100,22926.8300000,22940.2700000,22922.8200000,22933.0500000,33
GDAX.BTC-USD,1,20230124,031200,22933.0400000,22950.8900000,22933.0400000,22946.0300000,24
GDAX.BTC-USD,1,20230124,031300,22943.6700000,22951.3700000,22932.4400000,22945.0400000,13
GDAX.BTC-USD,1,20230124,031400,22944.9300000,22951.2300000,22940.8900000,22949.3100000,8
GDAX.BTC-USD,1,20230124,031500,22949.2900000,22950.5500000,22931.6900000,22944.4500000,11
GDAX.BTC-USD,1,20230124,031600,22944.4500000,22944.4500000,22930.5000000,22933.6200000,4
GDAX.BTC-USD,1,20230124,031700,22935.9800000,22950.5200000,22931.4300000,22949.4900000,8
GDAX.BTC-USD,1,20230124,031800,22949.1800000,22961.1600000,22941.5600000,22961.1300000,40
GDAX.BTC-USD,1,20230124,031900,22961.0700000,22963.6800000,22948.4600000,22956.1400000,13
GDAX.BTC-USD,1,20230124,032000,22956.0800000,22970.0000000,22954.0900000,22967.7100000,23
GDAX.BTC-USD,1,20230124,032100,22967.7000000,22980.0800000,22962.0400000,22965.0000000,12
GDAX.BTC-USD,1,20230124,032200,22961.5400000,22964.6600000,22945.1800000,22953.9700000,40
GDAX.BTC-USD,1,20230124,032300,22953.9700000,22955.7000000,22939.9300000,22951.6600000,20
GDAX.BTC-USD,1,20230124,032400,22948.5500000,22963.2200000,22948.5500000,22957.6400000,4
GDAX.BTC-USD,1,20230124,032500,22957.6100000,22966.8100000,22956.4900000,22965.3300000,5
GDAX.BTC-USD,1,20230124,032600,22966.7600000,22977.9900000,22960.9200000,22976.6500000,14
GDAX.BTC-USD,1,20230124,032700,22972.7900000,22985.3300000,22972.0500000,22982.4900000,16
GDAX.BTC-USD,1,20230124,032800,22982.4900000,22987.2100000,22972.6200000,22986.1900000,14
GDAX.BTC-USD,1,20230124,032900,22984.9800000,22989.0000000,22975.3500000,22979.9100000,11
GDAX.BTC-USD,1,20230124,033000,22979.8800000,22982.4000000,22968.0000000,22969.1300000,7
GDAX.BTC-USD,1,20230124,033100,22971.4600000,22982.6100000,22968.4300000,22981.9800000,9
GDAX.BTC-USD,1,20230124,033200,22979.8600000,22996.0000000,22978.4500000,22980.6600000,28
GDAX.BTC-USD,1,20230124,033300,22981.1500000,23010.2200000,22978.1100000,23002.7800000,30
GDAX.BTC-USD,1,20230124,033400,23001.8400000,23011.1200000,22999.0200000,22999.0200000,19
GDAX.BTC-USD,1,20230124,033500,22999.0500000,23001.3200000,22981.8400000,22984.7900000,18
GDAX.BTC-USD,1,20230124,033600,22984.7700000,22990.9900000,22975.0100000,22986.8200000,16
GDAX.BTC-USD,1,20230124,033700,22984.0200000,22984.9400000,22975.6700000,22982.4700000,6
GDAX.BTC-USD,1,20230124,033800,22982.4700000,23006.8600000,22978.1600000,22995.3300000,19
GDAX.BTC-USD,1,20230124,033900,22995.8000000,23006.2400000,22983.8000000,22985.0500000,21
GDAX.BTC-USD,1,20230124,034000,22984.2700000,22986.9800000,22974.2300000,22986.5300000,9
GDAX.BTC-USD,1,20230124,034100,22985.9200000,22988.1800000,22980.2400000,22985.9200000,6
GDAX.BTC-USD,1,20230124,034200,22983.8000000,22987.2000000,22977.3000000,22984.3900000,8
GDAX.BTC-USD,1,20230124,034300,22983.2600000,22992.9900000,22965.7600000,22973.4100000,27
GDAX.BTC-USD,1,20230124,034400,22971.4600000,22982.2800000,22967.7400000,22976.9500000,7
GDAX.BTC-USD,1,20230124,034500,22975.7300000,22988.8800000,22969.5000000,22988.8800000,12
GDAX.BTC-USD,1,20230124,034600,22988.8800000,22994.3100000,22974.5500000,22978.1000000,24
GDAX.BTC-USD,1,20230124,034700,22976.2700000,22978.6000000,22961.5800000,22973.3300000,25
GDAX.BTC-USD,1,20230124,034800,22971.3000000,22973.3200000,22962.5300000,22963.4300000,18
GDAX.BTC-USD,1,20230124,034900,22965.0500000,22969.0500000,22952.9500000,22968.1400000,18
GDAX.BTC-USD,1,20230124,035000,22968.1100000,22978.6600000,22959.9500000,22976.7500000,20
GDAX.BTC-USD,1,20230124,035100,22973.9500000,22976.6700000,22953.9400000,22958.0200000,11
GDAX.BTC-USD,1,20230124,035200,22959.6700000,22959.6700000,22949.6200000,22958.4700000,8
GDAX.BTC-USD,1,20230124,035300,22958.5000000,22959.4800000,22941.9200000,22955.5500000,21
GDAX.BTC-USD,1,20230124,035400,22955.5100000,22970.0300000,22955.5100000,22969.2600000,8
GDAX.BTC-USD,1,20230124,035500,22966.3100000,22974.6900000,22959.9100000,22969.8900000,11
GDAX.BTC-USD,1,20230124,035600,22969.7700000,22975.0000000,22966.8300000,22974.1700000,13
GDAX.BTC-USD,1,20230124,035700,22974.1600000,22990.7900000,22968.2900000,22981.7500000,19
GDAX.BTC-USD,1,20230124,035800,22981.3500000,22981.3600000,22970.9500000,22977.1300000,7
GDAX.BTC-USD,1,20230124,035900,22976.3800000,22992.5100000,22972.4300000,22989.6800000,12
GDAX.BTC-USD,1,20230124,040000,22989.6700000,23000.9000000,22985.6500000,22993.0100000,34
GDAX.BTC-USD,1,20230124,040100,22992.2800000,23018.2100000,22989.1800000,23014.1800000,25
GDAX.BTC-USD,1,20230124,040200,23014.9700000,23031.7100000,23013.2500000,23021.2600000,19
GDAX.BTC-USD,1,20230124,040300,23021.1900000,23029.8900000,23010.7700000,23014.2200000,20
GDAX.BTC-USD,1,20230124,040400,23016.4400000,23019.8200000,23002.6900000,23005.7700000,10
GDAX.BTC-USD,1,20230124,040500,23005.5900000,23015.7600000,22998.7100000,22998.7100000,12
GDAX.BTC-USD,1,20230124,040600,23001.8000000,23005.7300000,22991.6000000,22993.2800000,11
GDAX.BTC-USD,1,20230124,040700,22994.1000000,23011.2900000,22991.7700000,23009.5600000,8
GDAX.BTC-USD,1,20230124,040800,23007.2900000,23024.1600000,23007.2900000,23021.3900000,32
GDAX.BTC-USD,1,20230124,040900,23022.4600000,23026.3200000,23010.3400000,23010.4300000,8
GDAX.BTC-USD,1,20230124,041000,23011.9000000,23017.8500000,23010.4600000,23013.5500000,5
GDAX.BTC-USD,1,20230124,041100,23015.1000000,23015.1000000,22994.8700000,22998.1600000,19
GDAX.BTC-USD,1,20230124,041200,22998.1600000,23002.2800000,22995.6600000,22999.5000000,5
GDAX.BTC-USD,1,20230124,041300,22999.3900000,22999.3900000,22982.6900000,22990.4000000,12
GDAX.BTC-USD,1,20230124,041400,22990.4000000,22992.3000000,22979.6100000,22986.3200000,12
GDAX.BTC-USD,1,20230124,041500,22986.0400000,22994.1800000,22983.2200000,22991.0400000,6
GDAX.BTC-USD,1,20230124,041600,22991.3000000,23009.6500000,22991.3000000,23004.5000000,9
GDAX.BTC-USD,1,20230124,041700,23004.4700000,23007.8200000,23000.5500000,23006.6600000,7
GDAX.BTC-USD,1,20230124,041800,23004.6900000,23007.8100000,22976.1200000,22980.0500000,28
GDAX.BTC-USD,1,20230124,041900,22981.8600000,22987.0400000,22976.2800000,22980.4400000,8
GDAX.BTC-USD,1,20230124,042000,22982.6200000,22990.8100000,22981.3900000,22987.0100000,9
GDAX.BTC-USD,1,20230124,042100,22987.0000000,22992.5300000,22984.5900000,22986.0000000,5
