<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230101,161600,16545.8200000,16545.8400000,16541.9500000,16542.3100000,2
GDAX.BTC-USD,1,20230101,161700,16542.2600000,16542.7200000,16537.3900000,16538.8700000,7
GDAX.BTC-USD,1,20230101,161800,16538.8800000,16543.4200000,16538.0700000,16539.3300000,10
GDAX.BTC-USD,1,20230101,161900,16539.3300000,16541.4600000,16535.2200000,16540.8800000,8
GDAX.BTC-USD,1,20230101,162000,16541.4600000,16541.7000000,16540.2400000,16541.7000000,4
GDAX.BTC-USD,1,20230101,162100,16541.4600000,16541.7900000,16540.1800000,16541.0000000,3
GDAX.BTC-USD,1,20230101,162200,16541.3900000,16541.4600000,16540.4500000,16541.3400000,1
GDAX.BTC-USD,1,20230101,162300,16541.3400000,16542.2600000,16540.8000000,16541.7400000,5
GDAX.BTC-USD,1,20230101,162400,16541.7400000,16542.0900000,16541.1600000,16541.4000000,3
GDAX.BTC-USD,1,20230101,162500,16541.4000000,16541.4100000,16541.0600000,16541.1700000,2
GDAX.BTC-USD,1,20230101,162600,16541.2000000,16541.2600000,16539.9500000,16540.9300000,2
GDAX.BTC-USD,1,20230101,162700,16540.9300000,16541.0000000,16539.8800000,16540.0900000,3
GDAX.BTC-USD,1,20230101,162800,16540.0800000,16542.0900000,16539.2900000,16540.6600000,5
GDAX.BTC-USD,1,20230101,162900,16540.9800000,16542.5900000,16540.9800000,16542.2600000,5
GDAX.BTC-USD,1,20230101,163000,16542.2800000,16542.9900000,16541.7600000,16542.4900000,5
GDAX.BTC-USD,1,20230101,163100,16542.2500000,16543.1900000,16542.1900000,16542.8300000,4
GDAX.BTC-USD,1,20230101,163200,16542.8200000,16542.8200000,16541.1400000,16541.9200000,2
GDAX.BTC-USD,1,20230101,163300,16541.9200000,16542.4900000,16540.8600000,16542.2600000,2
GDAX.BTC-USD,1,20230101,163400,16542.2600000,16542.3300000,16538.8500000,16539.0800000,4
GDAX.BTC-USD,1,20230101,163500,16539.1200000,16539.3600000,16534.3100000,16537.1500000,8
GDAX.BTC-USD,1,20230101,163600,16537.8300000,16538.3400000,16531.0700000,16531.0700000,16
GDAX.BTC-USD,1,20230101,163700,16531.0300000,16538.3700000,16529.7500000,16536.9800000,12
GDAX.BTC-USD,1,20230101,163800,16536.7200000,16536.7200000,16532.4800000,16532.4800000,4
GDAX.BTC-USD,1,20230101,163900,16533.3100000,16534.0100000,16531.6300000,16532.5200000,5
GDAX.BTC-USD,1,20230101,164000,16532.5200000,16535.6800000,16532.3800000,16534.9500000,4
GDAX.BTC-USD,1,20230101,164100,16535.0600000,16537.5200000,16533.6500000,16537.4600000,7
GDAX.BTC-USD,1,20230101,164200,16537.4600000,16539.0300000,16536.8500000,16537.6800000,4
GDAX.BTC-USD,1,20230101,164300,16537.6800000,16538.8400000,16534.5200000,16535.7800000,4
GDAX.BTC-USD,1,20230101,164400,16535.7800000,16536.2600000,16533.8200000,16534.4400000,5
GDAX.BTC-USD,1,20230101,164500,16534.4400000,16534.8200000,16531.7300000,16532.7000000,5
GDAX.BTC-USD,1,20230101,164600,16532.6600000,16536.8100000,16532.4800000,16536.8100000,5
GDAX.BTC-USD,1,20230101,164700,16536.4100000,16537.1700000,16536.1500000,16537.1700000,2
GDAX.BTC-USD,1,20230101,164800,16537.1600000,16537.2000000,16535.3800000,16536.8800000,2
GDAX.BTC-USD,1,20230101,164900,16536.8900000,16537.7700000,16536.0800000,16536.8800000,4
GDAX.BTC-USD,1,20230101,165000,16536.8700000,16537.2200000,16535.5100000,16537.2100000,1
GDAX.BTC-USD,1,20230101,165100,16537.2100000,16539.1600000,16534.7900000,16535.3500000,7
GDAX.BTC-USD,1,20230101,165200,16535.3200000,16535.9700000,16533.2100000,16534.8200000,5
GDAX.BTC-USD,1,20230101,165300,16535.7600000,16537.3900000,16535.0900000,16536.5900000,2
GDAX.BTC-USD,1,20230101,165400,16536.9100000,16537.9400000,16536.9100000,16537.4000000,1
GDAX.BTC-USD,1,20230101,165500,16537.4000000,16537.5600000,16537.0300000,16537.2200000,4
GDAX.BTC-USD,1,20230101,165600,16537.2100000,16538.5300000,16536.6700000,16537.7800000,4
GDAX.BTC-USD,1,20230101,165700,16537.7800000,16538.7800000,16537.1900000,16538.4600000,16
GDAX.BTC-USD,1,20230101,165800,16538.3500000,16539.4300000,16538.2600000,16539.1500000,3
GDAX.BTC-USD,1,20230101,165900,16539.1500000,16539.3500000,16538.1000000,16539.1900000,5
GDAX.BTC-USD,1,20230101,170000,16538.9600000,16540.5500000,16538.1800000,16540.2700000,7
GDAX.BTC-USD,1,20230101,170100,16540.2700000,16542.8100000,16539.8700000,16541.9800000,6
GDAX.BTC-USD,1,20230101,170200,16542.4600000,16543.2900000,16541.0000000,16541.6900000,4
GDAX.BTC-USD,1,20230101,170300,16542.0300000,16543.6400000,16541.1900000,16543.3500000,3
GDAX.BTC-USD,1,20230101,170400,16543.3500000,16544.0200000,16542.0600000,16543.3000000,4
GDAX.BTC-USD,1,20230101,170500,16543.2900000,16544.8400000,16542.6800000,16544.1800000,4
GDAX.BTC-USD,1,20230101,170600,16544.0000000,16544.2000000,16537.8900000,16538.8300000,8
GDAX.BTC-USD,1,20230101,170700,16538.7900000,16539.2600000,16537.9800000,16538.4400000,3
GDAX.BTC-USD,1,20230101,170800,16538.3600000,16540.0500000,16537.6400000,16538.0300000,4
GDAX.BTC-USD,1,20230101,170900,16538.0200000,16539.4200000,16537.3300000,16537.4300000,5
GDAX.BTC-USD,1,20230101,171000,16537.6800000,16544.4300000,16537.4500000,16543.3000000,8
GDAX.BTC-USD,1,20230101,171100,16543.3000000,16543.6100000,16541.8700000,16543.0000000,2
GDAX.BTC-USD,1,20230101,171200,16542.5300000,16544.4400000,16542.5200000,16544.3000000,2
GDAX.BTC-USD,1,20230101,171300,16544.2900000,16545.2200000,16544.2300000,16544.5900000,4
GDAX.BTC-USD,1,20230101,171400,16544.5900000,16545.0200000,16543.6500000,16544.2000000,7
GDAX.BTC-USD,1,20230101,171500,16544.2000000,16546.3200000,16544.2000000,16544.9400000,4
GDAX.BTC-USD,1,20230101,171600,16544.9400000,16546.0000000,16544.0600000,16544.6900000,4
GDAX.BTC-USD,1,20230101,171700,16544.6800000,16546.4900000,16544.0100000,16545.8200000,3
GDAX.BTC-USD,1,20230101,171800,16545.8300000,16546.0400000,16544.7600000,16545.5900000,5
GDAX.BTC-USD,1,20230101,171900,16545.5700000,16547.3500000,16544.5700000,16546.4600000,2
GDAX.BTC-USD,1,20230101,172000,16546.4500000,16546.7500000,16544.8200000,16546.6700000,3
GDAX.BTC-USD,1,20230101,172100,16546.4300000,16547.1600000,16545.6100000,16545.8100000,2
GDAX.BTC-USD,1,20230101,172200,16545.8100000,16547.1600000,16545.8100000,16546.9500000,0
GDAX.BTC-USD,1,20230101,172300,16546.9900000,16547.1600000,16545.3800000,16546.5900000,3
GDAX.BTC-USD,1,20230101,172400,16546.8000000,16546.8300000,16544.8100000,16545.3300000,2
GDAX.BTC-USD,1,20230101,172500,16544.9500000,16546.0800000,16544.7200000,16545.0500000,1
GDAX.BTC-USD,1,20230101,172600,16544.9300000,16546.5300000,16544.8000000,16546.0000000,1
GDAX.BTC-USD,1,20230101,172700,16546.0000000,16547.3200000,16545.4700000,16546.7200000,2
GDAX.BTC-USD,1,20230101,172800,16546.8500000,16547.6100000,16546.1700000,16547.0900000,2
GDAX.BTC-USD,1,20230101,172900,16547.0900000,16549.1600000,16546.9800000,16547.1500000,7
GDAX.BTC-USD,1,20230101,173000,16547.7200000,16550.2800000,16547.7200000,16549.2500000,4
GDAX.BTC-USD,1,20230101,173100,16548.7900000,16550.3400000,16548.7900000,16549.9800000,3
GDAX.BTC-USD,1,20230101,173200,16549.7800000,16550.7600000,16548.4900000,16549.2400000,5
GDAX.BTC-USD,1,20230101,173300,16549.2400000,16549.5400000,16547.4700000,16547.7900000,2
GDAX.BTC-USD,1,20230101,173400,16547.7800000,16550.2400000,16547.7800000,16550.2400000,2
GDAX.BTC-USD,1,20230101,173500,16550.2100000,16550.2100000,16546.0600000,16546.2000000,2
GDAX.BTC-USD,1,20230101,173600,16546.6400000,16546.7000000,16544.6400000,16544.8600000,1
GDAX.BTC-USD,1,20230101,173700,16545.1100000,16545.3500000,16543.7700000,16544.4600000,3
GDAX.BTC-USD,1,20230101,173800,16544.4600000,16544.9500000,16543.2400000,16544.9100000,6
GDAX.BTC-USD,1,20230101,173900,16544.8800000,16545.1100000,16543.1700000,16543.1700000,4
GDAX.BTC-USD,1,20230101,174000,16544.8200000,16544.8200000,16543.1100000,16543.9400000,2
GDAX.BTC-USD,1,20230101,174100,16543.9400000,16543.9500000,16542.6000000,16542.8300000,6
GDAX.BTC-USD,1,20230101,174200,16542.8100000,16543.3500000,16542.8100000,16543.2100000,9
GDAX.BTC-USD,1,20230101,174300,16543.2400000,16543.8100000,16542.8100000,16543.2800000,3
GDAX.BTC-USD,1,20230101,174400,16543.2800000,16543.2900000,16539.8000000,16540.6200000,13
GDAX.BTC-USD,1,20230101,174500,16540.1700000,16541.4000000,16539.4800000,16539.4800000,3
GDAX.BTC-USD,1,20230101,174600,16540.5800000,16540.6600000,16539.1000000,16539.7600000,2
GDAX.BTC-USD,1,20230101,174700,16540.2400000,16540.2500000,16538.0100000,16539.2000000,5
GDAX.BTC-USD,1,20230101,174800,16539.1700000,16544.5900000,16538.0800000,16542.6300000,10
GDAX.BTC-USD,1,20230101,174900,16543.4600000,16543.5100000,16541.4200000,16542.6300000,2
GDAX.BTC-USD,1,20230101,175000,16542.6200000,16542.7600000,16541.8000000,16542.3100000,1
GDAX.BTC-USD,1,20230101,175100,16542.3100000,16543.2400000,16540.8100000,16542.7300000,3
GDAX.BTC-USD,1,20230101,175200,16542.7300000,16543.8000000,16541.7400000,16543.6200000,3
GDAX.BTC-USD,1,20230101,175300,16542.9600000,16543.0100000,16541.5300000,16542.6200000,1
GDAX.BTC-USD,1,20230101,175400,16542.6200000,16542.6300000,16540.8000000,16542.0600000,4
GDAX.BTC-USD,1,20230101,175500,16542.1000000,16542.1000000,16538.8400000,16540.0600000,3
GDAX.BTC-USD,1,20230101,175600,16540.0600000,16540.3600000,16534.1400000,16535.4400000,7
GDAX.BTC-USD,1,20230101,175700,16535.3000000,16535.9100000,16533.5000000,16534.7800000,4
GDAX.BTC-USD,1,20230101,175800,16534.9900000,16535.6400000,16533.8400000,16534.0800000,3
GDAX.BTC-USD,1,20230101,175900,16534.8500000,16534.8800000,16533.6500000,16534.8400000,2
GDAX.BTC-USD,1,20230101,180000,16534.1200000,16538.0100000,16533.8300000,16536.7800000,7
GDAX.BTC-USD,1,20230101,180100,16536.7800000,16537.4900000,16536.4300000,16537.2500000,2
GDAX.BTC-USD,1,20230101,180200,16537.2500000,16537.2500000,16536.3200000,16536.7500000,1
GDAX.BTC-USD,1,20230101,180300,16536.4400000,16538.5600000,16536.4400000,16538.5600000,5
GDAX.BTC-USD,1,20230101,180400,16537.5300000,16538.2000000,16535.4100000,16536.7300000,2
GDAX.BTC-USD,1,20230101,180500,16536.2300000,16537.2500000,16535.7100000,16536.4100000,1
GDAX.BTC-USD,1,20230101,180600,16536.8200000,16538.3400000,16534.8100000,16537.9800000,5
GDAX.BTC-USD,1,20230101,180700,16537.9800000,16541.1900000,16537.4300000,16540.8600000,6
GDAX.BTC-USD,1,20230101,180800,16540.8600000,16541.4200000,16539.6900000,16541.3800000,1
GDAX.BTC-USD,1,20230101,180900,16540.7800000,16541.4100000,16538.9300000,16539.5300000,2
GDAX.BTC-USD,1,20230101,181000,16540.0700000,16540.4500000,16539.0000000,16540.1200000,1
GDAX.BTC-USD,1,20230101,181100,16540.0300000,16541.3400000,16539.6600000,16541.2500000,1
GDAX.BTC-USD,1,20230101,181200,16541.1300000,16541.1600000,16539.6400000,16540.7900000,2
GDAX.BTC-USD,1,20230101,181300,16540.7800000,16541.2600000,16539.3300000,16540.4000000,2
GDAX.BTC-USD,1,20230101,181400,16540.8200000,16541.1900000,16538.8000000,16540.4100000,2
GDAX.BTC-USD,1,20230101,181500,16540.7000000,16540.8300000,16539.3000000,16540.0000000,1
GDAX.BTC-USD,1,20230101,181600,16540.6000000,16541.1600000,16538.6400000,16539.2200000,5
GDAX.BTC-USD,1,20230101,181700,16538.9400000,16540.8200000,16538.6600000,16539.7100000,3
GDAX.BTC-USD,1,20230101,181800,16539.6900000,16540.8200000,16539.0500000,16540.2900000,1
GDAX.BTC-USD,1,20230101,181900,16540.2700000,16540.3100000,16538.5900000,16539.5000000,1
GDAX.BTC-USD,1,20230101,182000,16539.5000000,16539.7200000,16538.6000000,16539.0000000,1
GDAX.BTC-USD,1,20230101,182100,16539.2300000,16539.7100000,16532.5000000,16532.8000000,11
GDAX.BTC-USD,1,20230101,182200,16533.6000000,16533.6200000,16528.3400000,16531.7500000,8
GDAX.BTC-USD,1,20230101,182300,16532.2200000,16532.2200000,16529.9400000,16530.4300000,1
GDAX.BTC-USD,1,20230101,182400,16530.4200000,16531.3600000,16527.6300000,16530.8400000,3
GDAX.BTC-USD,1,20230101,182500,16530.1200000,16531.4700000,16526.2300000,16528.2500000,7
GDAX.BTC-USD,1,20230101,182600,16527.1000000,16529.0100000,16524.7700000,16527.0200000,2
GDAX.BTC-USD,1,20230101,182700,16526.0100000,16529.3800000,16526.0100000,16529.2900000,3
GDAX.BTC-USD,1,20230101,182800,16529.2900000,16535.1800000,16528.5600000,16534.2800000,9
GDAX.BTC-USD,1,20230101,182900,16534.2600000,16535.1800000,16533.5100000,16535.0700000,2
GDAX.BTC-USD,1,20230101,183000,16535.0600000,16535.6400000,16534.1100000,16534.7800000,2
GDAX.BTC-USD,1,20230101,183100,16535.2200000,16537.3400000,16534.2900000,16536.0000000,1
GDAX.BTC-USD,1,20230101,183200,16535.6700000,16536.5700000,16534.5800000,16536.2100000,1
GDAX.BTC-USD,1,20230101,183300,16536.2100000,16538.0400000,16535.0800000,16537.5400000,3
GDAX.BTC-USD,1,20230101,183400,16537.5200000,16537.8400000,16536.1600000,16537.8400000,4
GDAX.BTC-USD,1,20230101,183500,16537.4000000,16538.4900000,16536.1500000,16536.9400000,4
GDAX.BTC-USD,1,20230101,183600,16536.9500000,16537.3300000,16535.6000000,16536.7700000,3
GDAX.BTC-USD,1,20230101,183700,16536.7600000,16537.5500000,16535.9800000,16536.7700000,2
GDAX.BTC-USD,1,20230101,183800,16536.7400000,16538.9200000,16535.6900000,16537.6100000,4
GDAX.BTC-USD,1,20230101,183900,16537.6100000,16537.6100000,16535.5100000,16537.2400000,2
GDAX.BTC-USD,1,20230101,184000,16536.5800000,16537.4400000,16536.4900000,16537.2100000,1
GDAX.BTC-USD,1,20230101,184100,16537.2100000,16539.5400000,16537.2000000,16539.4900000,3
GDAX.BTC-USD,1,20230101,184200,16539.4900000,16541.3100000,16538.5600000,16539.2900000,2
GDAX.BTC-USD,1,20230101,184300,16540.2600000,16542.1000000,16539.1800000,16539.9000000,5
GDAX.BTC-USD,1,20230101,184400,16539.8400000,16540.7600000,16538.9700000,16540.3200000,2
GDAX.BTC-USD,1,20230101,184500,16540.7600000,16542.1100000,16540.1600000,16540.7200000,4
GDAX.BTC-USD,1,20230101,184600,16540.6000000,16543.0400000,16540.5400000,16542.4200000,2
GDAX.BTC-USD,1,20230101,184700,16543.0100000,16543.9500000,16538.6200000,16539.3700000,3
GDAX.BTC-USD,1,20230101,184800,16539.3400000,16539.8700000,16537.8300000,16539.2500000,3
GDAX.BTC-USD,1,20230101,184900,16539.2400000,16539.7100000,16538.0800000,16539.4300000,2
GDAX.BTC-USD,1,20230101,185000,16538.6800000,16540.7000000,16538.6500000,16539.6600000,4
GDAX.BTC-USD,1,20230101,185100,16539.6400000,16540.0500000,16538.8200000,16539.6700000,1
GDAX.BTC-USD,1,20230101,185200,16539.6700000,16540.0300000,16538.7200000,16539.6700000,2
GDAX.BTC-USD,1,20230101,185300,16538.8700000,16540.7000000,16538.8600000,16539.6800000,2
GDAX.BTC-USD,1,20230101,185400,16539.6800000,16539.6800000,16538.0900000,16539.3300000,2
GDAX.BTC-USD,1,20230101,185500,16539.3300000,16540.7000000,16538.7300000,16540.1000000,2
GDAX.BTC-USD,1,20230101,185600,16540.1000000,16548.3200000,16538.3800000,16548.2200000,8
GDAX.BTC-USD,1,20230101,185700,16547.8500000,16550.8700000,16547.8500000,16550.4800000,2
GDAX.BTC-USD,1,20230101,185800,16550.3500000,16552.4700000,16549.3500000,16551.1700000,5
GDAX.BTC-USD,1,20230101,185900,16551.5200000,16551.7200000,16550.0300000,16551.2100000,3
GDAX.BTC-USD,1,20230101,190000,16551.2100000,16553.0500000,16550.1500000,16551.5300000,7
GDAX.BTC-USD,1,20230101,190100,16551.7000000,16556.8600000,16550.9800000,16556.6500000,7
GDAX.BTC-USD,1,20230101,190200,16556.6600000,16572.9500000,16555.5400000,16566.5500000,65
GDAX.BTC-USD,1,20230101,190300,16565.3700000,16566.3600000,16557.4300000,16558.9600000,16
GDAX.BTC-USD,1,20230101,190400,16558.3500000,16558.3500000,16553.9300000,16556.2000000,6
GDAX.BTC-USD,1,20230101,190500,16556.1900000,16556.1900000,16553.5800000,16554.2900000,6
GDAX.BTC-USD,1,20230101,190600,16555.1600000,16561.6400000,16554.3400000,16559.4800000,7
GDAX.BTC-USD,1,20230101,190700,16559.3300000,16560.7900000,16556.4100000,16559.2500000,8
GDAX.BTC-USD,1,20230101,190800,16557.7100000,16561.6700000,16557.2800000,16560.8000000,2
GDAX.BTC-USD,1,20230101,190900,16560.5000000,16561.4300000,16557.9700000,16557.9700000,2
GDAX.BTC-USD,1,20230101,191000,16558.6800000,16565.1700000,16554.5300000,16558.5200000,35
GDAX.BTC-USD,1,20230101,191100,16558.5200000,16559.7500000,16556.2500000,16557.5200000,7
GDAX.BTC-USD,1,20230101,191200,16557.5100000,16557.5400000,16552.4500000,16552.7900000,4
GDAX.BTC-USD,1,20230101,191300,16552.4100000,16554.1700000,16551.9000000,16554.1000000,7
GDAX.BTC-USD,1,20230101,191400,16554.0800000,16555.4500000,16552.8900000,16555.4500000,2
GDAX.BTC-USD,1,20230101,191500,16555.0000000,16560.0700000,16554.2200000,16558.6800000,4
GDAX.BTC-USD,1,20230101,191600,16559.0100000,16560.6100000,16557.8700000,16559.9500000,3
GDAX.BTC-USD,1,20230101,191700,16559.9500000,16563.9700000,16558.8300000,16562.1000000,7
GDAX.BTC-USD,1,20230101,191800,16562.1000000,16563.4500000,16560.9400000,16562.1000000,7
GDAX.BTC-USD,1,20230101,191900,16561.5200000,16565.9400000,16561.1200000,16564.9400000,11
GDAX.BTC-USD,1,20230101,192000,16564.9400000,16565.4000000,16558.3100000,16558.5400000,7
GDAX.BTC-USD,1,20230101,192100,16558.5500000,16560.4200000,16558.1800000,16559.2300000,3
GDAX.BTC-USD,1,20230101,192200,16559.1900000,16559.8600000,16556.6800000,16556.9000000,3
GDAX.BTC-USD,1,20230101,192300,16557.6800000,16562.8300000,16556.9200000,16562.3100000,5
GDAX.BTC-USD,1,20230101,192400,16562.3000000,16564.0000000,16560.6200000,16563.7400000,4
GDAX.BTC-USD,1,20230101,192500,16563.3800000,16563.7400000,16561.4300000,16562.9000000,3
GDAX.BTC-USD,1,20230101,192600,16562.8900000,16563.9400000,16561.5400000,16561.5500000,6
GDAX.BTC-USD,1,20230101,192700,16561.5500000,16566.2600000,16561.5400000,16566.1800000,6
GDAX.BTC-USD,1,20230101,192800,16566.1800000,16569.5300000,16566.0100000,16568.3000000,7
GDAX.BTC-USD,1,20230101,192900,16568.3600000,16570.6000000,16567.3800000,16569.5600000,5
GDAX.BTC-USD,1,20230101,193000,16569.6000000,16571.9200000,16564.6800000,16565.8000000,5
GDAX.BTC-USD,1,20230101,193100,16565.8000000,16565.8300000,16563.3300000,16564.0400000,3
GDAX.BTC-USD,1,20230101,193200,16564.0100000,16566.0400000,16563.4800000,16565.3200000,3
GDAX.BTC-USD,1,20230101,193300,16565.3200000,16566.0800000,16563.5100000,16564.8400000,3
GDAX.BTC-USD,1,20230101,193400,16564.8500000,16573.0700000,16564.2600000,16569.5900000,12
GDAX.BTC-USD,1,20230101,193500,16569.6000000,16571.3200000,16566.8500000,16568.0800000,8
GDAX.BTC-USD,1,20230101,193600,16567.9300000,16568.7500000,16564.6700000,16567.7100000,12
GDAX.BTC-USD,1,20230101,193700,16567.2700000,16568.4800000,16565.2800000,16565.5500000,7
GDAX.BTC-USD,1,20230101,193800,16565.5400000,16565.5400000,16563.6300000,16565.3100000,6
GDAX.BTC-USD,1,20230101,193900,16565.2900000,16565.7400000,16563.4600000,16563.4900000,5
GDAX.BTC-USD,1,20230101,194000,16564.4100000,16564.4100000,16562.1500000,16564.2100000,4
GDAX.BTC-USD,1,20230101,194100,16564.2100000,16564.2300000,16559.4600000,16559.9600000,6
GDAX.BTC-USD,1,20230101,194200,16559.9500000,16560.2000000,16550.8100000,16554.2900000,36
GDAX.BTC-USD,1,20230101,194300,16553.6500000,16556.7300000,16553.6500000,16556.0800000,8
GDAX.BTC-USD,1,20230101,194400,16556.0900000,16557.1200000,16555.2100000,16555.8300000,3
GDAX.BTC-USD,1,20230101,194500,16555.8500000,16556.6700000,16554.7600000,16555.9800000,4
GDAX.BTC-USD,1,20230101,194600,16555.7100000,16564.0100000,16555.6500000,16562.8700000,8
GDAX.BTC-USD,1,20230101,194700,16562.7700000,16564.1400000,16561.7200000,16561.7400000,5
GDAX.BTC-USD,1,20230101,194800,16561.7300000,16562.6800000,16560.3100000,16560.9100000,4
GDAX.BTC-USD,1,20230101,194900,16560.9600000,16563.6900000,16560.9400000,16561.6600000,2
GDAX.BTC-USD,1,20230101,195000,16561.2500000,16562.0200000,16556.1600000,16557.9800000,4
GDAX.BTC-USD,1,20230101,195100,16558.2500000,16558.7600000,16556.4300000,16556.4300000,4
GDAX.BTC-USD,1,20230101,195200,16556.8600000,16557.4400000,16555.5500000,16556.8000000,5
GDAX.BTC-USD,1,20230101,195300,16556.8000000,16557.0400000,16553.9000000,16554.6900000,4
GDAX.BTC-USD,1,20230101,195400,16554.6900000,16554.6900000,16553.0800000,16554.1600000,5
GDAX.BTC-USD,1,20230101,195500,16554.1600000,16558.1100000,16553.2800000,16557.1200000,5
GDAX.BTC-USD,1,20230101,195600,16557.1200000,16560.2900000,16556.6300000,16558.1700000,6
GDAX.BTC-USD,1,20230101,195700,16558.1100000,16559.5300000,16556.1400000,16556.2800000,11
GDAX.BTC-USD,1,20230101,195800,16556.5700000,16557.0800000,16554.6000000,16554.6100000,2
GDAX.BTC-USD,1,20230101,195900,16554.6100000,16556.3900000,16554.6100000,16556.1400000,3
GDAX.BTC-USD,1,20230101,200000,16556.3300000,16562.5400000,16555.7400000,16559.3700000,8
GDAX.BTC-USD,1,20230101,200100,16559.3500000,16559.3500000,16554.6000000,16558.9400000,5
GDAX.BTC-USD,1,20230101,200200,16558.9700000,16559.9700000,16556.1100000,16558.7000000,10
GDAX.BTC-USD,1,20230101,200300,16558.7000000,16559.5400000,16557.7000000,16559.3200000,2
GDAX.BTC-USD,1,20230101,200400,16559.4100000,16560.2800000,16557.1000000,16558.8100000,2
GDAX.BTC-USD,1,20230101,200500,16558.7100000,16559.5000000,16556.3800000,16556.7000000,12
GDAX.BTC-USD,1,20230101,200600,16556.7000000,16558.2500000,16556.1200000,16556.7400000,3
GDAX.BTC-USD,1,20230101,200700,16556.7400000,16561.5600000,16556.1700000,16559.6200000,5
GDAX.BTC-USD,1,20230101,200800,16559.6000000,16563.5800000,16559.6000000,16560.7100000,14
GDAX.BTC-USD,1,20230101,200900,16561.2800000,16562.3000000,16559.4800000,16562.2700000,5
GDAX.BTC-USD,1,20230101,201000,16562.3500000,16562.6100000,16560.2000000,16560.4800000,3
GDAX.BTC-USD,1,20230101,201100,16560.4400000,16560.4400000,16558.4400000,16559.9400000,1
GDAX.BTC-USD,1,20230101,201200,16559.9400000,16559.9700000,16558.9000000,16559.9300000,1
GDAX.BTC-USD,1,20230101,201300,16559.9300000,16562.2400000,16558.6200000,16562.0400000,7
GDAX.BTC-USD,1,20230101,201400,16562.0400000,16563.7800000,16561.2700000,16562.5700000,10
GDAX.BTC-USD,1,20230101,201500,16562.2200000,16563.9600000,16561.5500000,16562.3500000,2
GDAX.BTC-USD,1,20230101,201600,16562.5500000,16563.2700000,16561.8100000,16562.3000000,4
GDAX.BTC-USD,1,20230101,201700,16562.3100000,16564.0200000,16561.5600000,16562.0900000,11
GDAX.BTC-USD,1,20230101,201800,16562.2000000,16568.6000000,16562.1400000,16566.3200000,21
GDAX.BTC-USD,1,20230101,201900,16566.1400000,16571.8700000,16565.4100000,16569.1500000,19
GDAX.BTC-USD,1,20230101,202000,16569.1200000,16575.0000000,16568.5500000,16574.6300000,27
GDAX.BTC-USD,1,20230101,202100,16573.9100000,16577.8300000,16570.9000000,16572.5200000,12
GDAX.BTC-USD,1,20230101,202200,16572.5300000,16577.0800000,16571.3800000,16573.1800000,10
GDAX.BTC-USD,1,20230101,202300,16573.1800000,16579.1600000,16571.9400000,16575.3500000,12
GDAX.BTC-USD,1,20230101,202400,16575.3200000,16582.3600000,16575.3100000,16578.6600000,22
GDAX.BTC-USD,1,20230101,202500,16579.4100000,16579.9900000,16576.7700000,16578.6200000,3
GDAX.BTC-USD,1,20230101,202600,16578.6000000,16588.8800000,16577.7500000,16583.9300000,38
GDAX.BTC-USD,1,20230101,202700,16583.5900000,16588.7200000,16580.8500000,16581.4400000,15
GDAX.BTC-USD,1,20230101,202800,16581.4000000,16583.5400000,16578.3900000,16580.3400000,18
GDAX.BTC-USD,1,20230101,202900,16580.3400000,16580.8000000,16573.2700000,16575.2200000,6
GDAX.BTC-USD,1,20230101,203000,16575.1800000,16578.3300000,16574.2600000,16575.2200000,5
GDAX.BTC-USD,1,20230101,203100,16575.2200000,16580.1400000,16573.7200000,16575.0000000,9
GDAX.BTC-USD,1,20230101,203200,16574.9900000,16576.3300000,16570.7900000,16572.1600000,4
GDAX.BTC-USD,1,20230101,203300,16572.1300000,16572.3100000,16566.7500000,16569.2900000,6
GDAX.BTC-USD,1,20230101,203400,16569.1800000,16569.3100000,16566.9500000,16567.5500000,5
GDAX.BTC-USD,1,20230101,203500,16568.2300000,16570.1000000,16567.4000000,16568.3500000,4
GDAX.BTC-USD,1,20230101,203600,16567.4300000,16568.8300000,16567.2100000,16567.6700000,2
GDAX.BTC-USD,1,20230101,203700,16568.7500000,16570.6400000,16563.8300000,16570.4100000,5
GDAX.BTC-USD,1,20230101,203800,16570.4000000,16571.0300000,16568.0600000,16570.7100000,3
GDAX.BTC-USD,1,20230101,203900,16570.7300000,16570.7300000,16568.6800000,16570.5900000,2
GDAX.BTC-USD,1,20230101,204000,16569.9900000,16571.3800000,16569.4000000,16571.3700000,4
GDAX.BTC-USD,1,20230101,204100,16571.0000000,16572.6600000,16569.9300000,16572.6600000,10
GDAX.BTC-USD,1,20230101,204200,16572.6400000,16575.1700000,16571.5700000,16573.4800000,3
GDAX.BTC-USD,1,20230101,204300,16573.9000000,16575.8900000,16571.8700000,16575.4300000,11
GDAX.BTC-USD,1,20230101,204400,16575.4300000,16577.9700000,16575.3900000,16576.9700000,5
GDAX.BTC-USD,1,20230101,204500,16576.9600000,16577.9700000,16576.0200000,16576.8300000,2
GDAX.BTC-USD,1,20230101,204600,16577.3300000,16577.9700000,16570.0900000,16571.8100000,13
GDAX.BTC-USD,1,20230101,204700,16571.8100000,16573.0400000,16570.3700000,16571.5600000,5
GDAX.BTC-USD,1,20230101,204800,16571.5400000,16573.1000000,16571.5400000,16572.8200000,2
